Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
"354870805000252","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","256","809",3.16,2.2,1345.77,1452852.99,1472.29,1402950.13,842.42,1153078.32,1254.28,1200324.46
"354870805000253","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","147","491",3.34,2.62,1726.8,3039308.2,2014.6,2965469.84,1031.21,1837058.94,1584.81,1946304.6
"354870805000254","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","182","556",3.05,1.99,1979.41,12887969.45,2170.19,13721159.81,1210.28,5578969.09,1663.3,6917407.48
"354870805000255","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","220","662",3.01,2.05,1922.37,3205616.74,1985.55,3185430.68,1189.36,2453003.35,1665.1,2642491.88
"354870805000256","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","214","661",3.09,1.63,1535.83,3144101.91,1968.07,3178495.32,1310.87,2755751.77,1851.53,2891605.15
"354870805000257","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","127","383",3.02,2.14,3369.38,115069516.6,3536.45,120227209.8,1751.78,45114936.26,2464.12,61774265.43
"354870805000258","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","281","935",3.33,2.06,988.27,1812208.27,1525.85,1978626.5,948.79,1360140.97,1405.07,1373158.35
"354870805000259","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","211","653",3.09,2.19,1393.66,1380024.83,1434.45,1361815.79,865.05,1060675.99,1218.55,1063367.12
"354870805000260","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","229","676",2.95,2.16,1303.32,1189793.9,1434.91,1120772.31,860.54,1070018.29,1309.91,1040062.6
"354870805000261","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","162","516",3.19,1.59,1481.76,4262216.92,2124.29,4749822.71,1095.75,2385661.11,1695.1,2675584.14
"354870805000262","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","168","522",3.11,1.67,1456.5,3215114.38,1642.23,3320796.62,936.45,1873472.76,1390.13,2151302.6
"354870805000263","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","180","536",2.98,1.56,1691.05,3559209.19,2158.79,3533745.54,1344.46,2662022.02,1871.55,2719348.77
"354870805000264","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","142","450",3.17,1.93,2401.86,4293264.53,2583.82,4147256.68,1244.49,2960515.5,2047.25,3227662.58
"354870805000265","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","43","148",3.44,2.4,962.23,1762916.23,1655.04,1890703.37,577.02,878460.09,1194.53,1084550.93
"354870805000266","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","232","810",3.49,2.95,595.23,614245.11,972.49,636836.92,545.35,454044.63,922.08,420242.93
"354870805000267","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","214","833",3.89,3.5,834.58,320970.91,940.01,262108.37,506.57,286287.72,827.4,201950.45
"354870805000268","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","310","1212",3.91,3.16,588.79,304997.77,814.84,237598.04,371.04,207119.16,722.32,149363.75
"354870805000269","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","286","1017",3.56,2.57,469.5,332780.71,799.27,302764.09,471.39,289172.61,824.44,214527.24
"354870805000270","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","377","1340",3.55,2.88,524.79,347215.66,856.47,282308.93,442.65,283034.39,793.7,228783.58
"354870805000271","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","310","1145",3.69,3.45,768.13,380755.71,898.57,328006.03,477.1,276337.13,788.28,211162.97
"354870805000272","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","1","189","697",3.69,3.21,887.51,639808.45,1016.6,601403.75,580.44,490945.84,897.19,474627.73
"354870805000273","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","192","619",3.22,1.57,1802.68,3084870.68,1891.33,3068819.4,1107.18,2040270.3,1589.2,2162816.39
"354870805000274","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","47","221",4.7,5.52,1511.06,4711292.32,1614.09,4869824.74,785.3,1611992.22,1233.12,1982077.44
"354870805000275","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","176","490",2.78,1.39,3088.94,17241293.71,3698.33,18396799.34,2297.03,11791180.26,3160.29,13499935.89
"354870805000276","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","171","523",3.06,1.2,4516.94,65682986.89,4570.4,66219162.76,2626.04,32868538.17,3507.04,40831404.87
"354870805000277","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","211","655",3.1,1.72,1778.67,2595532.77,1996.28,2478049.45,1050.97,1588432.14,1527.75,1580617.8
"354870805000278","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","221","701",3.17,1.9,1774.39,1769457.57,1903.6,1651779.05,1069.63,1541373.54,1625.02,1438945.1
"354870805000279","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","209","677",3.24,2.26,1357.66,1247729.22,1509.31,1157733.35,850.99,1129002.43,1331.69,1126595.42
"354870805000280","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708006",Planalto,"1","0","280","956",3.41,2.11,2386.27,4423497.94,2559.98,4300341.25,1340.44,2789907.1,1962.3,2864059.55
"354870805000281","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","144","425",2.95,1.56,2315.51,4787466.91,2416.19,4752112.85,1399.52,3142894.32,1907.53,3315299.24
"354870805000282","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","223","701",3.14,1.77,1667.65,3063113.13,1978.12,3018999.25,1066.32,1912001.93,1660.79,1990846.66
"354870805000283","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","208","652",3.13,2.58,1862.25,2163014.11,1976.27,2069642.67,1136.42,1702768.23,1591.53,1660263.43
"354870805000284","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","172","575",3.34,2.43,1559.17,3829840.29,2162.72,4008493.44,1328.08,3006311.52,2018.83,3175917.3
"354870805000285","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","153","450",2.94,2.11,3336.18,39293601.17,3380.36,39667149.3,1847.88,18815777.86,2713.86,25307315.09
"354870805000286","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","130","382",2.94,1.66,2064.22,3947525.6,2146.79,3928012.21,1254.01,2752443.84,1807.87,2967702.65
"354870805000287","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","163","530",3.25,2.1,2405.61,3910665.98,2497.55,3829994.11,1142.64,2710133.37,2126.33,2952533.02
"354870805000288","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","137","427",3.12,1.63,2147.47,3166987.96,2411.51,2917608.09,1391.06,2646566.28,2009.3,2580326.06
"354870805000289","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","259","813",3.14,1.36,2438.76,9218098.47,3174.07,9665761.63,1412.61,4832851.22,2334.43,5836902.57
"354870805000290","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","84","266",3.17,1.3,2747.54,4732250.28,2921.43,4521065.4,1374.3,3500400.17,2256.45,3758487.57
"354870805000291","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","3","141","465",3.3,1.91,2503.83,7317778.09,2779.84,7357503.15,1561.02,4902281.68,2264.58,5520676.5
"354870805000292","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","148","412",2.78,1.25,2238.18,2002927.63,2366.07,1813416.5,1418.87,2329334.65,1951.59,2163643.68
"354870805000293","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","1","10","32",3.2,2.62,495,211361.11,618.75,184241.07,298.21,148978.17,596.43,117870.88
"354870805000294","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","217","670",3.09,2.01,2087.22,4312665.73,2231.17,4288805.13,1249.29,2559040.09,1744.99,2709784.49
"354870805000295","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","188","585",3.11,1.82,1853.95,3022878.44,1925.65,3001598.91,1196.2,2107807.43,1636.91,2163118.53
"354870805000296","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","177","547",3.09,1.57,2341.86,9181036.85,2424.04,9304717.15,1455.56,4825027.69,2009.85,5550518.64
"354870805000297","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","162","529",3.27,2.47,1134.17,1189673.68,1446.73,1064350.94,1042.34,1583060.22,1484.26,1598350.35
"354870805000298","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","339","994",2.93,1.67,2467,7096270.9,2724.14,7135572.06,1404.51,4505403.16,2100.79,5277509.7
"354870805000299","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708005",Jordanópolis,"1","0","130","411",3.16,2.09,1738.08,4037801.7,1898.74,4106565.35,1003.42,2221973.49,1537.5,2584954.05
"354870805000300","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","186","542",2.91,1.43,4195.72,23975087.62,4409.06,24255105,2129.96,13621632.13,2907.32,16339612.69
"354870805000301","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","252","753",2.99,1.75,3026.7,18773094.82,3614.83,20302215.61,2347.4,15960173.52,3447.26,19654744.85
"354870805000302","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","150","417",2.78,1.7,2641.29,4712940.03,2732.37,4625993.61,1721.93,4739825.24,2348.09,4994011.91
"354870805000303","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","166","478",2.88,1.76,1799.59,4251333.07,2352.22,4256997.28,1678.57,3867934.78,2258.63,3894507.15
"354870805000304","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","211","653",3.09,1.57,1551.26,3864713.3,2139.31,4073089.82,1255.17,2528466.83,1762.46,2656585.42
"354870805000305","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","130","320",2.46,1.32,3705.15,9422294.94,3822.78,9270561.02,2442.95,7316353.52,3147.03,7208761.32
"354870805000306","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","179","499",2.79,1.42,3378.44,10982290.88,3687.44,10846510.05,2267.98,8212735.53,3177.98,8617276.83
"354870805000307","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","209","636",3.04,2.07,2619.74,8117030.43,3578.59,7653576.58,1575.6,4994369.89,2558.13,5597069.37
"354870805000308","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","119","326",2.74,1.16,2742.18,7723413.83,3049.72,7651019.73,1586.69,5063749.55,2308.56,5703929.13
"354870805000309","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","88","275",3.13,1.86,2148.92,4060971.52,2278.37,4010052.51,1418,2633435.43,1864.27,2630238.87
"354870805000310","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","206","637",3.09,1.85,3227.89,15530873.69,3778.1,16102690.78,2238.37,11044153.28,3325.57,12797423.25
"354870805000311","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","199","605",3.04,1.59,3914.83,23054470.68,4121.96,23422432.91,2189.93,11890277.89,3062.69,13961013.65
"354870805000312","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","114","351",3.08,1.54,3538.18,108496194.6,4115.84,123990403.7,1810.94,41133860.53,2883.09,62501939.95
"354870805000313","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","179","564",3.15,1.61,2526.86,4137928.71,2724.75,3921488.44,1533.77,3285109.65,2161.22,3272920.2
"354870805000314","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","279","696",2.49,1.16,2060.47,3060651.67,2194.17,2965531.63,1523.24,2699108.95,1935.33,2631645.91
"354870805000315","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","194","493",2.54,1.23,2173.6,2357546.59,2279.34,2230528.06,1422.67,2015525.32,1892.77,1791080.07
"354870805000316","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","292","740",2.53,1.45,2002.12,2210925.16,2181.42,2017078.65,1398.49,1850086.66,1798.05,1659880.87
"354870805000317","3",Região Sudeste,SP,São Paulo,"3515",Metropolitana de São Paulo,"35061",São Paulo,"20",RM São Paulo,"3548708",SÃO BERNARDO DO CAMPO,"354870805",SÃO BERNARDO DO CAMPO,"35487080500",SÃO BERNARDO DO CAMPO,"3548708004",Anchieta,"1","0","288","815",2.83,1.23,2090.04,2963890.16,2262.9,2817307.55,1418.53,2292523.81,1900.73,2155041.85
